Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,DaySinceLastOrder,CashbackAmount,Churn
2,3,15.2,1,2,3,3,3,2,2,0,11,0,0,126,0
5,1,25,1,2.4,2,3,3,1,7,1,12,2,2,128,1
16,3,21,1,2,4,2,2,0,4,0,18,0,2,168,0
7,1,14,0,3,3,2,3,2,4,0,11,1,3,161,0
0,1,25.4,1,2,3,3,5,0,2,0,14,0,2,125,0
12,2,9,0,2,2,2,4,0,10,0,15,3,6,164,0
29,1,15,1,2,3,1,2,0,8,0,11,0,5.2,211,0
13,1,15,0,2,4,3,2,2,1,1,20,2,3,123,0
0,1,13,0,2,4,2,5,2,9,0,19,1,7,168,0
11.8,3,16,1,2,3,3,4,1,2,0,14,0,2,123,0
26,1,23.2,1,2,3,2,2,2,3,0,17,1,2,125,0
8,1,8,0,3,3,2,5,1,3,0,11,0,0,151,0
5,1,30,1,3,3,2,2,0,2,0,15,2,7,153,0
11,1,8,1,2.2,3,3,3,0,7,1,13,0,1,131,0
7,1,14,0,2,3,2,5,1,4,0,14,1,0,151,0
25,3,9,1,2,4,1,5,0,2,0,11,2,16,269,0
0,1,6,1,2.2,3,3,2,2,2,1,13,5,8,127,1
0,3,32,0,2,3,2,2,2,2,0,23,0,4,162,0
18,3,8,1,2,5,2,3,2,1,0,13,0,1,166,0
0,1,16,1,3,2,3,3,2,2,0,18,1,2,135,0
10,3,33,0,3,1,2,3,2,5,1,12,1,3,164,1
7,3,8,1,2,3,2,2,2,2,0,22,0,4,163,0
18,1,8,1,3,3,5,5,0,6,1,14,1,4,299,1
9,3,14,1,3,4,0,5,2,2,0,15,0,9,176,0
25,1,25,1,2,3,4,2,0,1,0,18,1,2,143,0
0,1,6,0,3,5,4,2,1,4,0,14,2,0,144,0
2,1,33,0,3,3,2,3,0,5,0,12,1,1,143,0
0,3,14,1,2,4,2,5,2,7,0,17,1,2,153,1
7,1,6,0,3,1,3,2,2,3,0,16,0,3,133,0
27,1,25,0,3,3,2,5,1,10,1,11,0,4,155,0
2,3,5,1,2,3,2,2,0,1,0,19,0,1,143,0
10,1,16,0,2.2,3,3,5,1,1,1,13,3,3,128,0
11,1,8,0,3,1,2,5,2,7,1,12,4,12,160,0
7,1,8,0,2,4,4,5,2,2,0,11,1,3,144,0
8,3,22,0,3,3,3,2,0,2,0,16,0,2,126,0
3,1,6,1,2,5,4,3,0,4,0,21,1,2,138,0
13,1,8,0,2,1,2,4,0,2,0,24,0,7,142,0
7,3,14,0,3,3,2,5,0,6,0,17,1,2,165,0
15,1,14,1,3,3,5,2,1,2,0,13,3,9,284,0
0.4,1,12,1,3,1,4,5,0,2,1,21,1,0,116,1
0,1,15,1,2.6,4,3,4,1,2,0,11,1,0,127,0
25,1,17,0,3,3,2,3,0,9,0,20,1,4,131,0
23,1,8,1,3,3,1,3,0,6,0,16,1.4,3,276,0
0,1,19.6,0,2,4,3,5,0,2,1,11,0,0,123,1
6,1,13,1,2,3,0,3,0,1,0,11,0,9.6,217,0
0,3,22,0,3,3,2,5,2,6,0,15,1,2,153,1
20,1,8,0,2,3,1,2,0,2,1,11,1,0,268,0
9,1,6,0,2,3,2,4,0,1,0,15,0,5,152,0
2,1,29,1,2.6,1,3,3,0,2,0,24,1,7,127,0
20,1,8,1,2,3,5,4,2,8,1,14.8,5,8,292,1
8,1,18.6,0,2,1,3,3,2,4,0,13,0,2,125,0
15,1,6,0,2,4,2,2,0,10,1,13,0,2,161,0
0,1,8,1,2,3,4,3,2,7,0,17,0,1,144,1
14,2,19,1,2,3,3,4,0,4,0,13,1,4,121,0
5,1,10,0,3,4,2,3,0,2,0,12,1,8,162,0
13,1,22,1,2,4,2,3,2,7,0,14,1,0,151,0
3,1,8,0,2,4,2,2,2,6,1,24,1,0,169,0
6.8,1,8,0,3,4,3,3,2,2,0,14,1,0,123,0
15,1,35,1,3,3,2,4,0,2,0,13,2,8,144,0
11,1,18,1,2,4,2,5,1,3,0,15,1,2,163,0
7,1,19.6,0,3,4,3,2,2,2,0,16,1,3,126,0
12,3,17,0,2,3,0,2,0,2,0,18,0,7,177,1
18,3,8,1,2,3,2,2,2,5,0,16,0,3,152,1
16,1,20,1,3,3,1,5,0,7,0,24,0.8,0,272,0
0,1,11,1,2,4,0,2,1,2,1,16,0,9.2,228,0
8,1,13,1,2,3,0,3,2,4,0,21,0,6,202,0
1,3,8,0,2,3,2,4,0,2,1,20,7,5,148,0
7,2,9,1,2,3,4,2,0,1,0,19,1,2,137,0
0,1,18.6,0,2,4,3,3,0,2,1,14,0,7,124,1
6.6,1,9,1,2,3,4,2,0,2,0,11,1,0,117,0
24,3,32,0,3,3,1,3,0,3,0,14,6.4,17,263,0
17,1,10,1,2,3,2,4,2,10,0,12,1,3,159,0
0,1,8,1,3,1,3,5,2,8,0,13,1,1,134,0
6,3,6,1,2,1,2,5,1,2,0,22,0,8,140,0
8,1,20.2,0,2,4,3,5,2,2,0,11,1,1,126,0
9,3,6,1,2,3,2,2,0,2,1,14,2,11,162,0
5,3,19,1,3,3,2,2,1,3,0,11,0,3,144,0
3,1,11,1,3,4,4,2,1,10,0,12,0,3,138,0
26,3,13,0,3,4,0,2,0,8,1,18,0,3,209,0
18,3,15,1,3,3,0,5,1,5,1,12,1,2,208,0
5,1,14,0,3,1,2,3,0,6,0,12,1,3,152,0
25,1,31,0,2,4,1,2,0,4,0,22,0,0,238,0
10,3,22,1,3,4,2,3,1,5,0,19,1,0,163,0
1,2,14,1,3,4,4,2,1,2,0,13,0,4,149,0
0,1,6,1,2,4,2,2,0,7,0,22,2,2,148,0
17,1,14,1,2.4,1,3,2,0,3,1,24,1,2,128,0
15,1,7.4,1,2,3,3,2,2,6,1,14,0,2,125,0
9,2,11.6,1,3,4,3,5,0,1,0,21,1,3,123,0
0,3,9,1,3,3,2,5,0,2,1,18,1,3,142,0
8,1,15,0,3,4,0,3,0,2,1,20,2,15,207,0
2.2,1,31,0,3,3,3,4,1,2,1,19,0,8,120,1
5,1,6,1,3,3,3,2,1,1,0,12,0,2,123,0
0,3,10,1,2,4,2,5,0,2,0,12,1,3,143,0
22,1,6,0,2,3,4,5,0,3,0,16,1,2,136,0
0,1,10,1,2.8,4,3,2,0,1,0,17,0,4,132,0
5,3,11,1,2,3,2,4,0,2,0,14,2,3,165,0
11,3,15,1,2.6,4,3,4,0,1,0,19,0,2,129,0
15,1,9,0,3,1,2,2,0,3,1,13,0,3,152,0
4,1,22,1,2,3,3,2,0,4,1,19,1,2,124,0
0,3,6,0,3,4,3,3,1,7,1,19,0,2,128,1
26,3,14,1,3,3,1,2,0,6,0,14,0,4.2,218,0
8,1,31,1,3,4,0,4,0,4,0,16,3,8,209,0
10,3,27,0,2.6,3,3,2,0,6,0,15,1,0,130,0
26,1,29,0,3,3,1,2,2,7,0,18,2,8,243,0
16,1,6,0,2,3,2,2,0,5,0,13,1,2,156,0
20,3,8,0,2,3,2,2,0,1,1,22,5,7,145,0
10,3,25,1,2,3,0,4,2,2,1,13,0,9,176,0
23,1,8,1,3,3,1,5,1,2,0,11,5,7,279,0
12,2,8,0,2,4,2,2,0,9,0,11,0,4,152,0
8.8,2,9,1,2,3,3,4,1,4,1,11,0,3,123,0
0,1,31,1,2.4,3,3,2,2,2,1,24,1,1,128,1
2,1,7.2,0,3,4,3,2,1,7,0,14,1,3,125,0
17,1,10.2,1,3,3,3,5,0,2,1,13,2,1,126,0
1,3,11,1,3,3,2,2,2,2,0,14,1,2,149,0
20,1,16.4,1,2,4,3,2,1,10,1,14,0,0,124,1
16,1,14,0,2,3,2,4,1,5,0,21,1,0,148,0
5.2,3,8,0,2,4,3,3,2,2,0,13,0,2,120,1
0,1,24,0,2.4,3,3,2,2,2,0,19,1,0,127,1
9,1,20,1,3,3,2,2,0,1,1,17,4,11,166,0
20,3,8,0,3,4,3,2,2,2,1,18,1,2,133,0
0,1,9,0,2,3,2,3,0,1,1,19,1,2,142,1
4,1,8,0,2.8,5,3,2,1,5,1,13,0,0,128,1
1,1,25.2,0,3,3,3,3,1,6,0,18,2,2,124,0
2,1,25.6,1,3,3,3,5,0,8,1,21,1,2,124,1
0,1,10.8,0,3,3,3,3,2,2,0,19,1,0,123,0
5.2,1,16,1,2,3,3,4,1,2,0,14,1,0,120,0
15,3,20,0,3,4,2,3,2,8,0,17,0,3,162,0
6,1,6,1,2,4,3,5,2,4,1,11,0,2,128,0
30,1,11,0,2,4,0,4,1,3,1,13,1,4,206,0
4,3,13.2,1,2,4,3,3,0,4,0,15,3,2,123,0
8,1,27,0,2,3,2,2,0,2,1,25,0,7,140,0
22,1,14,0,2,3,0,4,0,5,0,11,0,7,174,0
10.2,1,26,1,2,3,3,3,0,5,0,17,0,0,123,0
4,3,26,0,2,3,2,3,0,2,0,13,1,0,169,0
9,1,13,1,3,3,4,2,2,3,0,18,0,1,147,0
11,1,6,0,3,3,0,5,0,2,0,13,3,11,236,0
5,1,20.2,0,3,4,3,4,0,7,0,20,1,2,123,0
0,3,17.6,1,2,4,3,4,0,2,1,18,0,0,124,1
13,3,16,1,3,4,0,4,1,3,0,12,1,0,197,0
0,3,6,1,2,4,2,5,2,2,0,12,1,7,143,0
14,1,12,1,2,3,4,5,2,3,1,13,1,17,147,0
9,1,12.8,1,3,3,3,3,2,5,0,21,2,9,125,0
1.6,3,27,1,2,4,3,4,2,2,1,13,0,0,121,1
0,1,10,1,2.8,3,3,5,2,2,0,19,1,0,130,1
4,1,18,0,2,3,2,2,0,1,1,11,0,5,159,0
13,1,15,1,2,3,4,4,1,9,1,14,0,0,136,0
5,1,9,0,3,3,2,5,0,2,0,12,6,3,167,0
0,3,9,1,2,4,0,2,0,2,1,11,3,7,203,1
6,1,6,0,2,4,2,2,2,1,0,14,0,4,169,0
0,3,6,1,2,4,0,3,0,6,0,11,1,7,206,1
18,1,10,1,2,3,2,4,0,2,0,12,1,8,144,0
4.6,3,26,0,2,3,3,2,0,2,0,15,0,2,122,0
8,3,24,0,2,3,2,3,0,2,0,16,1,0,146,0
25,1,6,1,3,3,1,2,0,3,0,15,1.4,8,271,0
20,1,17.6,1,2,3,3,3,2,5,0,24,1,0,125,1
26,3,8,1,2,3,1,3,1,7,0,13,2,2,249,0
3,3,14,1,3,3,0,3,1,6,0,11,4,7,173,0
11,3,16,0,2,3,2,2,2,2,1,13,0,3,157,0
8,3,9,1,3,3,0,2,1,7,0,13,0,8,178,0
12,3,8,1,2,1,0,3,2,1,0,18,1,7,179,0
3,3,30,0,3,1,1,4,2,5,1,16,1,0,232,1
20,1,22,1,3,1,2,3,1,2,1,19,0,7,151,0
9,3,14,1,2,3,2,2,1,5,0,13,1,7,151,0
0,1,17.8,1,2,4,3,5,2,1,1,22,1,2,123,1
6,3,23,1,2,3,1,3,2,2,0,11,1.4,0,274,0
0,1,22,0,3,4,3,5,2,7,1,20,1,0,124,1
6,1,19,0,2,3,3,2,2,4,0,18,1,2,135,0
10.2,1,6,0,3,3,3,2,1,4,0,14,0,2,123,0
23,1,6,1,3,3,1,2,1,10,0,22,0.8,3,274,0
6,1,6,0,2,1,2,4,0,2,1,13,0,2,155,0
14,1,15,1,3,3,5,3,1,3,0,12.6,1,11,294,0
0,1,22,0,2.8,3,3,4,0,10,0,14,2,2,128,0
18,1,29,1,2,3,2,5,0,2,1,15,1,8,136,0
20,3,10,0,2,3,2,2,2,2,1,17,1,7,142,0
2.8,1,28,0,2,3,3,3,0,5,1,11,0,1,121,1
23,1,30,1,3,3,1,3,0,4,1,18,0,5,240,0
11,1,16,1,2.6,3,3,3,0,1,0,17,0,2,127,0
19,1,13,1,3,3,0,3,1,7,0,13,0,7,208,0
0,1,23,0,2,4,2,3,1,2,0,15,2,2,144,0
0,1,20,1,2,4,4,4,1,2,1,24,1,2,137,1
4,1,6,0,3,3,2,5,0,2,0,12,1,3,141,0
0,1,11,1,3,3,4,2,2,2,0,15,1,0,111,0
27,1,23,0,2,3,0,3,0,9,0,11,1,8,207,0
8,1,31,0,2,3,0,3,1,2,1,11,2,1,204,0
3,1,14,0,3,1,0,5,0,1,1,12,0,7.6,214,0
0,1,12.2,0,3,4,3,5,2,2,1,15,0,0,126,1
0,1,23.4,0,2,3,3,4,2,1,0,17,0,2,124,1
0,1,8,1,2,1,2,2,0,2,0,12,1,3,155,0
0,1,17.4,1,3,5,3,5,0,2,0,15,1,1,125,0
21,1,12,1,3,4,2,3,2,3,0,13,0,2,142,0
21,1,10,1,3,4,0,3,2,8,0,14,1,5.4,210,0
14,1,13,0,2,3,2,3,2,7,0,14,1,1,150,0
12,1,6,0,3,4,1,2,0,2,0,16,0,7.8,227,0
0,1,8,0,2,3,2,2,0,1,0,18,0,2,142,0
8,1,16,1,2,3,4,2,1,2,0,20,1,2,139,0
15,3,11,1,2,3,5,3,0,7,0,13,0.8,0,283,0
23,1,15.2,1,3,3,3,2,0,5,0,18,1,0,124,0
30,1,8,0,3,4,1,2,2,4,1,13,0,3,237,0
0,1,17,0,3,5,2,4,0,6,0,15,1,0,148,1
28,1,24,1,3,3,2,4,0,4,1,14,6,7,164,0
14,1,13,0,2,5,5,3,1,2,0,13.2,1,10,300,0
11,3,9,1,2,3,2,2,2,9,1,12,1,0,169,0
0,3,35,1,3,5,2,5,2,9,0,18,0,2,150,1
15,3,8,0,2,5,5,2,0,2,0,13.2,5,9,298,1
17,3,34,0,2,1,1,2,0,4,1,18,1,11,233,0
23,3,6,0,3,3,2,3,0,1,0,12,1,13,163,0
0,1,22,0,2,1,3,5,2,2,0,16,15,14,127,1
12,1,28,0,2,3,0,5,2,2,1,13,1,8,209,0
6,3,16.8,0,2,4,3,2,2,1,0,19,2,2,123,0
18,3,17,0,2,3,1,2,0,4,0,13,1.8,1,277,0
5,1,35,0,3,3,4,3,2,10,0,12,5,7,140,0
7,3,6,1,3,1,2,2,1,1,0,11,1,9,197,0
30,3,6,1,3,3,0,2,0,4,1,14,0,2.2,219,0
6.6,2,30,1,2,3,3,4,2,2,0,16,0,4,122,0
26,3,8,0,2,4,0,4,0,3,0,12,0,12,175,0
0,1,21,1,2,3,2,3,1,8,0,14,0,0,148,1
6,1,8,1,2,3,3,5,0,7,1,14,1,2,120,1
0,3,16,0,2,3,3,3,0,2,1,19,0,0,122,0
1,3,16,1,3,3,4,4,0,2,0,22,1,0,111,0
11,1,9,1,2.4,3,3,3,0,4,0,16,2,2,128,0
23,1,8,1,3,3,5,3,0,3,1,13.6,7,7,292,0
10,1,9,0,2,3,2,4,2,4,0,15,1,1,141,0
13,3,32,1,3,3,2,5,0,2,0,14,5,5,184,0
6.8,1,6,0,3,4,3,3,1,2,0,13,1,3,120,0
19,1,6,1,2,3,5,2,1,10,0,13.4,1,2,296,0
27,3,8,0,2,4,0,3,0,7,0,11,6,0,207,0
29,1,15,0,2.6,3,3,3,0,3,0,19,0,3,129,0
9,1,18,0,2,4,0,2,2,1,0,11,5,8,189,0
28,1,8,1,2,4,1,5,2,8,0,15,1.6,2,268,0
16,3,31,1,3,4,0,2,1,6,0,13,1,0,234,0
0,3,18,0,2,3,3,2,2,2,1,14,0,2,123,1
0,1,16,0,2,4,4,5,2,2,0,13,1,0,114,1
19,1,14,0,3,4,2,5,1,9,1,23,1,7,146,0
14,1,13.6,1,2,3,3,3,0,10,1,12,1,7,125,1
0,1,30,1,3,4,0,5,2,2,0,12,0,9,187,1
0,1,6,1,2,4,4,5,0,2,0,16,0,3,140,0
3,1,26,1,2,3,2,5,0,1,0,15,1,2,200,0
14,1,13,0,2,1,3,3,0,2,0,13,1,8,134,0
11,1,23,0,3,4,0,3,0,1,0,18,0,9,188,0
13,1,26,1,3,3,0,2,0,5,0,20,4,1,203,0
0,1,14,1,2,5,4,3,0,2,0,19,1,2,146,0
28,1,8,1,3,3,0,4,0,4,0,18,1,2.6,210,0
1,1,16,0,2,3,2,3,2,4,0,13,1,7,137,0
7,2,6,1,3,4,0,5,0,10,0,14,2,6,205,1
6,1,11,1,2,4,0,2,1,5,0,15,0,2,171,0
0,3,10,1,2,3,0,5,2,1,1,22,3,7,196,1
0,1,35,0,2,4,2,3,2,2,0,22,3,8,145,1
10.4,1,21,1,2,3,3,3,1,2,0,16,2,2,122,0
7,1,9,1,2,3,2,2,2,1,0,17,1,4,178,0
10,3,16,0,2,4,2,2,1,3,1,14,0,0,167,0
0,1,10,1,2,3,4,2,0,2,1,15,5,6,137,1
0,1,13.6,1,2,3,3,3,1,2,0,20,1,0,124,1
3.8,1,31,1,2,4,3,4,2,5,1,20,0,2,123,1
15,1,8,1,2,3,1,5,0,1,0,17,3.4,7,277,0
0,1,11.4,1,2,4,3,4,1,2,0,15,0,0,126,1
13,3,6,1,2,3,2,3,2,4,1,14,0,0,147,1
6,3,13,0,1,3,2,4,0,1,0,17,1,2,143,0
7,1,9,1,2.6,4,3,2,0,4,0,17,1,0,130,0
21,1,6,1,2,1,1,2,2,3,0,22,0.8,1,269,0
18,3,15,0,3,4,2,3,0,2,0,13,0,12,156,0
25,1,13,1,2,3,0,4,2,8,0,19,3,0,204,0
11,3,16,1,3,4,0,3,1,1,1,14,2,7,187,0
2,1,17.8,0,3,3,3,2,1,5,0,22,0,7,125,0
1,1,9,0,3,3,0,4,1,1,0,17,0,7,177,0
19,3,9,1,2,3,1,3,0,4,0,12,2.2,9,275,0
11,3,8,1,2,3,0,4,2,8,0,16,1,0,174,0
16,1,33,0,2,3,0,5,0,9,0,11,0,1,208,0
2,1,8,1,2,3,1,2,1,8,0,11,7,14.2,222,1
13,1,20,1,2,4,5,3,2,2,0,13.2,4,9,296,0
2.8,1,6,0,3,4,3,4,2,2,1,11,0,2,121,0
12,1,15,1,3,3,2,4,2,21,0,15,1,3,168,0
9,1,24,1,3,3,2,2,2,3,0,20,1,9,178,0
4,3,26,1,2.8,1,3,2,0,1,0,12,1,2,128,0
1,1,8,1,3,4,3,4,0,1,0,17,0,4,132,0
8,3,17,1,2,3,2,2,1,2,0,11,0,2,150,0
22,3,14,1,2,4,1,4,0,7,0,17,1,5,231,0
7,1,8,1,3,3,2,3,2,3,0,11,1,2,140,0
2,1,16,0,3,3,3,4,1,1,0,14,1,1,133,0
15,1,35,1,2,5,2,2,2,5,0,19,1,0,143,0
2,1,14,1,3,4,2,2,0,2,1,13,0,2,151,0
11,2,6,1,2.4,1,3,3,0,2,0,13,1,0,128,0
4,1,12,1,2.4,4,3,3,1,2,1,14,1,2,127,0
5.4,1,14,1,3,3,4,3,2,2,0,12,0,0,119,1
0,3,15,0,3,3,2,5,2,1,1,17,0,3,182,1
14,1,18,1,2,3,4,2,0,4,1,11,1,0,148,0
0,1,16.2,1,3,3,3,3,0,2,0,12,2,2,126,1
10,1,31,0,2,4,2,2,1,8,0,13,0,3,157,0
0,1,17.8,1,2,4,3,3,0,2,0,13,2,2,125,0
7,3,15,0,3,3,2,3,0,2,0,20,1,3,157,0
8,2,14,1,3,3,4,3,2,2,0,17,0,4,143,0
0,3,29,0,2,4,0,5,0,2,0,13,0,10,173,1
13,1,15,0,2,3,0,3,2,10,0,17,0,13,235,0
5,3,18,1,2,3,1,5,2,1,1,12,7,14,238,1
15,3,10,1,2,3,2,5,2,8,0,13,1,5,152,0
5.6,1,6,1,2,4,3,3,0,7,0,12,1,7,123,0
0,1,30,1,2,3,4,4,2,9,0,22,1,2,136,0
0,1,18.4,0,3,3,3,2,0,2,1,11,1,0,125,1
0,1,9,1,2,1,4,2,0,2,0,22,1,7,144,0
3,3,16,1,3,4,2,3,0,2,0,18,1,4,166,0
13,1,32,0,3,4,2,2,0,4,1,13,1,0,144,0
8,1,8,1,2,4,0,4,1,3,0,18,6,4,203,0
7,1,6,1,3,4,2,5,2,1,0,20,1,9,153,0
8,1,20,1,2,4,3,2,0,2,0,13,2,2,124,0
6,3,15,0,2,5,2,3,2,9,0,13,1,3,153,1
5,3,8,0,2.4,3,3,5,1,2,0,12,0,0,128,0
29,1,10,0,3,3,5,5,1,5,0,13.6,0,2,299,0
2,1,12,0,2.8,3,3,2,0,2,0,13,0,8,131,0
0,1,24.4,1,2,3,3,5,2,2,0,25,0,0,126,0
18,1,13,0,2,3,4,3,0,5,1,19,1,2,145,0
10,1,6,0,2,4,2,2,0,2,0,13,3,11,165,0
0,1,9,1,2.6,4,3,3,2,2,0,12,0,2,130,0
7,1,16,1,2,3,3,3,2,2,1,11,1,2,129,1
26,1,13,0,2,3,5,3,1,4,0,18,2.6,7,286,0
7.2,1,21,0,3,5,3,2,0,1,1,18,1,3,122,0
0,1,9,1,2.8,4,3,2,0,1,1,11,0,0,129,1
19,3,8,0,3,3,1,5,0,9,0,23,2,9,270,0
10.6,1,23,1,3,5,3,3,2,3,0,13,1,0,123,0
6,2,8,1,2,3,4,3,0,2,0,13,0,4,136,0
2,1,11,1,3,4,3,5,1,7,0,17,1,0,121,1
3,3,35,1,3,3,2,5,1,9,0,19,1,3,141,0
13,3,8,1,3,3,2,4,0,6,0,12,1,0,143,0
23,1,8,0,1,3,1,5,0,3,0,22,3.8,2,279,0
1,1,25,1,3,4,3,5,0,2,0,12,1,3,132,0
19,1,21,1,2,3,5,4,0,6,0,11,1,3,291,0
8,3,23,1,3,3,2,5,0,4,1,15,1,7,190,0
4.2,1,23,0,3,3,3,4,0,2,0,13,0,0,122,1
6,3,31,0,2,3,2,3,0,2,0,12,0,1,145,0
9,1,12,1,2.8,5,3,3,1,2,0,14,0,7,127,0
3,1,13,1,2,3,2,3,1,2,0,13,8,9,135,0
17,1,35,1,2,3,2,2,2,2,0,25,1,17,145,0
0,3,27,1,2.2,1,3,2,2,2,0,17,0,2,127,0
19,1,8,1,2,3,2,2,1,3,0,11,1,4,174,0
15,2,8,1,3,1,2,5,0,8,0,16,0,3,163,0
30,3,13,1,2,1,2,2,1,1,1,18,0,9,152,0
5,1,19,0,2.6,4,3,4,0,2,0,20,0,2,127,0
5,1,8,0,2,3,2,3,2,5,1,14,1,7,150,0
9,1,6,0,3,5,0,5,1,3,1,21,5,7,203,0
6,1,15,1,2.4,3,3,2,0,1,0,13,1,10,128,0
13,3,16,0,2,4,2,4,1,8,0,12,1,3,169,0
0,3,16,1,2,3,2,2,2,1,0,14,0,1,150,0
3,1,6,1,3,3,4,4,0,1,1,21,1,7,136,0
15,1,32,0,2,3,0,5,0,4,1,17,0,0,232,0
8,3,14,0,3,4,0,2,0,5,1,11,2,12,204,0
5,1,20,1,2,3,3,5,0,2,1,14,2,8,122,0
27,1,6,0,2,3,0,3,1,8,0,17,1,4,205,0
4.2,1,8,0,3,1,3,2,0,2,0,13,6,7,120,0
0,1,16,0,3,4,4,4,2,2,1,25,1,0,119,1
2,1,6,0,3,3,4,2,1,2,0,15,0,2,138,0
27,1,9,1,2,3,1,2,0,4,0,14,2.8,9,278,0
4,1,17,1,3,3,2,5,0,2,1,12,0,1,168,0
4,1,30,0,3,4,2,5,2,2,0,19,0,8,168,0
30,3,9,0,2,4,2,2,2,6,0,17,0,5,152,0
16,1,9,1,3,5,5,2,0,4,0,13.4,1,7,297,0
22,1,10,1,2,4,5,3,0,3,0,13,1.8,0,287,0
9,1,9,1,2,3,4,4,0,2,0,12,1,7,137,0
21,1,9.6,1,3,1,3,4,2,6,0,11,0,0,126,0
0,1,24.4,1,3,3,3,3,1,2,0,11,1,3,125,0
2,1,13,1,2,3,2,2,1,2,1,11,0,0,166,0
21,1,6,1,3,4,5,2,2,7,0,12,2.2,0,283,0
2,1,6,0,2,4,1,2,1,4,0,14,2.6,7,261,0
7,1,11.2,0,2,1,3,3,0,1,0,17,1,0,126,0
17,3,11,1,2,3,5,4,0,8,0,11,4.2,10,282,0
6,3,16,1,2,1,0,3,1,1,1,14,1,8,184,0
0,1,31,0,2.6,1,3,2,2,2,1,12,1,1,130,0
0.2,1,6,1,2,3,4,3,0,2,0,22,0,1,112,0
0,3,30,1,3,5,4,2,2,2,1,14,1,0,111,1
0,1,10,1,2.4,3,3,2,2,2,1,20,0,2,129,0
8,3,8,0,3,5,5,4,2,3,1,16,0.8,11,288,1
28,1,14,1,2,4,1,4,1,2,1,15,3,0,236,0
0,1,13.2,0,2,4,3,3,2,2,0,20,2,2,126,1
19,3,10,0,2,4,5,4,0,3,0,14,2.6,8,288,0
7,3,8,0,2,3,2,5,2,1,1,12,1,2,145,0
24,3,15,1,2,3,5,4,1,5,1,14,2,10,298,0
30,1,24,1,3,3,0,2,2,7,0,12,1,4,205,0
7,1,25,0,2,3,2,4,1,5,0,13,3,10,144,0
7.4,1,6,1,2,3,3,3,2,1,1,11,0,2,122,0
17,1,10,1,3,1,5,5,1,2,0,14,3,13,292,0
7,2,17,1,2,4,2,4,0,5,0,11,0,8,145,0
8,1,12,1,3,3,3,3,0,1,1,14,1,2,135,0
15,1,15.2,0,3,1,2,4,0,7,1,16,0,0,124,0
16,3,10,0,2,4,0,2,2,4,0,14,10,17,202,0
9,1,8,0,2,3,2,4,2,10,1,11,4,12,154,0
7,1,21,0,3,3,0,2,0,2,0,11,0,5,180,1
1,1,8,1,2,4,4,2,0,2,1,12,2,2,139,0
24,1,12,0,2.6,4,3,3,2,1,0,14,7,7,128,0
3,1,15,0,3,3,2,3,2,8,1,18,1,7,147,0
0,1,13,0,2,3,3,3,1,4,1,13,1,7,133,1
2.4,1,6,1,2,3,3,5,2,3,0,11,0,2,121,0
0,1,6,0,2,3,3,4,2,2,0,18,1,1,121,0
5,3,14,1,2,1,2,2,0,2,0,15,0,8,162,0
18,1,31,0,2,3,5,4,2,4,0,22,2.8,0,281,0
12,1,19,0,3,4,1,4,1,7,1,13,0.6,2,271,0
30,1,19,1,2,3,3,3,1,2,0,12,2,2,124,0
0,1,13,1,3,3,2,3,0,2,0,18,1,1,149,1
2,1,29,1,3,3,4,5,2,1,0,13,0,3,139,1
3,1,12,0,2,4,2,2,0,1,0,12,5,7,146,0
9,1,16,0,3,3,0,3,0,4,0,12,0,7,171,0
19,2,6,0,2,3,3,5,2,7,0,12,3,7,134,0
1,1,6,0,2,5,2,2,0,1,0,11,7,5,167,0
23,1,34,0,2,3,1,5,0,5,1,11,1,2,269,0
3,3,31,1,2,4,0,4,2,3,1,12,0,0,191,1
15,3,11,1,3,3,0,4,2,10,1,19,5,7,184,1
3,1,23,0,3,3,0,5,0,2,1,23,0,8.8,219,0
12,1,24,1,2,3,2,3,2,1,0,11,0,7,145,0
4,3,8,0,2,3,0,3,1,2,1,19,3,6,199,0
14,3,16,1,2,5,2,4,2,2,0,13,3,9,162,0
14.8,3,6,0,2,3,3,4,2,2,1,11,1,2,123,1
7,1,10.6,1,2,3,3,5,0,5,0,12,1,2,124,1
15,1,8,1,2,3,1,3,0,1,1,13,1,10,279,0
28,1,8,0,2,5,5,3,0,5,0,14,4.6,11,292,0
29,2,14,1,2,3,5,4,2,7,0,13.2,1,7,297,0
13,1,22,1,3,3,3,3,1,10,0,16,1,0,135,0
7,1,15,1,2,3,0,2,1,1,0,11,1,6,185,0
13,1,8,1,3,3,2,2,2,2,0,13,3,8,147,0
14,3,6,0,3,3,2,5,1,1,0,17,0,7,141,0
8,1,10,1,2,3,2,3,2,2,1,11,1,1,142,0
24,2,11,1,2,3,1,4,1,2,1,11,1,10,240,0
11,3,8,0,2,3,2,5,1,4,0,15,0,7,169,0
7,3,21,0,3,3,2,5,2,2,0,12,1,6,161,0
0,1,25,1,3,3,4,2,0,4,0,11,1,2,137,0
20,1,13,0,2,4,0,5,0,8,1,14,4,9,200,1
13,1,16.4,1,2,3,3,4,0,4,0,22,1,3,124,0
9,3,13,0,2,1,2,5,0,3,0,16,5,13,146,0
21,1,10,1,2,3,0,2,2,2,0,11,1,8,179,0
